Date,Id,Term,Company,Rate,MaxLTV
30-04-2021,607161_634595_578406_6050_607654_0,5yr,Family Building Society,3.34,75.0
30-04-2021,603470_630875_574763_6161_603878_0,5yr,Foundation Home Loans,3.89,75.0
30-04-2021,608054_635504_579299_58_608553_0,5yr,Furness BS,2.49,80.0
30-04-2021,618710_646562_0_6237_619476_0,5yr,Gatehouse Bank,4.0,80.0
30-04-2021,616555_644317_587726_64_617297_0,5yr,HSBC,1.56,75.0
30-04-2021,617268_645030_588437_65_618010_0,5yr,Halifax,1.75,75.0
30-04-2021,512022_536817_485908_72_509929_0,5yr,Hinckley & Rugby BS,2.79,80.0
30-04-2021,611527_639123_582740_5272_612105_0,5yr,Ipswich BS,3.1,75.0
30-04-2021,608294_635763_579537_6082_608800_0,5yr,Kensington,3.64,75.0
30-04-2021,592318_619293_563802_80_592486_0,5yr,Kent Reliance,3.49,75.0
30-04-2021,613483_641150_584656_5976_614127_0,5yr,Leeds BS,1.93,75.0
30-04-2021,611924_639520_583103_6142_612502_0,5yr,Leek United BS,2.25,80.0
30-04-2021,617034_644796_588203_5928_617776_0,5yr,Lloyds Bank,2.71,75.0
30-04-2021,606649_634071_577901_86_607120_0,5yr,Loughborough BS,2.99,80.0
30-04-2021,581242_607929_552950_6112_581154_0,5yr,Mansfield BS,3.89,100.0
30-04-2021,541044_566477_513778_6168_539940_0,5yr,Masthaven Bank,3.99,75.0
30-04-2021,605201_632617_576489_5969_605666_0,5yr,Metro Bank,2.74,75.0
30-04-2021,607913_635347_579158_95_608412_0,5yr,Monmouthshire BS,2.25,80.0
30-04-2021,616065_643827_587236_103_616758_0,5yr,NatWest,1.58,75.0
30-04-2021,616296_644058_587467_5937_616989_0,5yr,NatWest Int Sols,1.58,75.0
30-04-2021,617842_645604_588889_102_618599_0,5yr,Nationwide BS,1.64,75.0
30-04-2021,614271_641945_585444_106_614964_0,5yr,Newbury BS,2.49,75.0
30-04-2021,581373_608060_553044_5973_581285_0,5yr,Newcastle BS,2.24,80.0
30-04-2021,613466_641133_584639_6108_614110_0,5yr,Nottingham BS,1.75,75.0
30-04-2021,617635_645397_0_6243_618390_0,5yr,Paragon Bank,3.75,75.0
30-04-2021,600468_627693_571796_6126_600816_0,5yr,Pepper Money,3.45,75.0
30-04-2021,615229_642989_586336_6002_615922_0,5yr,Platform,1.57,75.0
30-04-2021,611631_639227_582844_5895_612209_0,5yr,Post Office Money®,2.44,75.0
30-04-2021,575894_602379_547800_6067_575696_0,5yr,Precise Mortgages,3.59,75.0
30-04-2021,618492_646344_589604_6048_619257_0,5yr,Principality BS,1.62,75.0
30-04-2021,595176_622242_566636_119_595382_0,5yr,Progressive BS,2.65,75.0
30-04-2021,608530_636002_579773_6260_609036_0,5yr,Reliance Bank,1.59,75.0
30-04-2021,615944_643706_587115_121_616637_0,5yr,Royal Bank of Scotland,1.58,75.0
30-04-2021,618282_646130_589395_5972_619047_0,5yr,Saffron BS,3.47,80.0
30-04-2021,616455_644217_587626_5946_617150_0,5yr,Santander,1.63,75.0
30-04-2021,602158_629420_573454_128_602566_0,5yr,Scottish BS,2.28,80.0
30-04-2021,616805_644567_587976_5434_617547_0,5yr,Scottish Widows Bank,2.36,75.0
30-04-2021,614357_642034_585530_6164_615050_0,5yr,Skipton BS,1.95,75.0
30-04-2021,614536_642213_585705_6028_615229_0,5yr,TSB,1.84,75.0
30-04-2021,612959_640616_584134_6144_613602_0,5yr,Teachers BS,3.79,90.0
30-04-2021,602459_629729_573755_92_602867_0,5yr,The Melton BS,2.29,75.0
30-04-2021,606401_633822_577653_6123_606872_0,5yr,The Mortgage Lender,4.03,75.0
30-04-2021,606470_633892_577722_6174_606941_0,5yr,Tipton & Coseley BS,3.15,75.0
30-04-2021,618682_646534_589794_146_619448_0,5yr,Ulster Bank,2.23,80.0
30-04-2021,610200_637713_581427_6261_610758_0,5yr,United Trust Bank,4.05,75.0
30-04-2021,617387_645149_588556_147_618138_0,5yr,Vernon BS,2.25,80.0
30-04-2021,613674_641343_584847_6150_614318_0,5yr,Vida Homeloans,3.54,75.0
30-04-2021,613111_640768_584286_109_613754_0,5yr,Virgin Money,1.68,75.0
30-04-2021,609678_637166_580905_148_610230_0,5yr,West Brom BS,1.69,75.0
30-04-2021,618074_645855_589125_152_618839_0,5yr,Yorkshire Bank,1.94,75.0
30-04-2021,616934_644696_588103_153_617676_0,5yr,Yorkshire Building Society,1.63,75.0
30-04-2021,604025_631431_575317_51_604441_0,5yr,first direct,1.69,75.0
